account_id,account_type,customer_id
ACC_00793,Salary,CUST_0906
ACC_00794,Salary,CUST_1328
ACC_00795,Savings,CUST_1796
ACC_00796,Current,CUST_0375
ACC_00797,Savings,CUST_1422
ACC_00798,Current,CUST_1228
ACC_00799,Current,CUST_1796
ACC_00800,Current,CUST_1905
ACC_00801,Salary,CUST_1106
ACC_00802,Current,CUST_1145
ACC_00803,Current,CUST_1240
ACC_00804,Current,CUST_0712
ACC_00805,Current,CUST_1968
ACC_00806,Current,CUST_1837
ACC_00807,Business,CUST_0639
ACC_00808,Salary,CUST_1349
ACC_00809,Current,CUST_0428
ACC_00810,Savings,CUST_1670
ACC_00811,Savings,CUST_1232
ACC_00812,Savings,CUST_0411
ACC_00813,Savings,CUST_0756
ACC_00814,Savings,CUST_0855
ACC_00815,Savings,CUST_0922
ACC_00816,Savings,CUST_0077
ACC_00817,Salary,CUST_0787
ACC_00818,Current,CUST_1166
ACC_00819,Current,CUST_0139
ACC_00820,Savings,CUST_0666
ACC_00821,Savings,CUST_0788
ACC_00822,Current,CUST_0108
ACC_00823,Salary,CUST_1919
ACC_00824,Current,CUST_1606
ACC_00825,Savings,CUST_1319
ACC_00826,Business,CUST_1281
ACC_00827,Savings,CUST_1364
ACC_00828,Business,CUST_1682
ACC_00829,Business,CUST_1811
ACC_00830,Business,CUST_0805
ACC_00831,Salary,CUST_0350
ACC_00832,Salary,CUST_0839
ACC_00833,Current,CUST_1206
ACC_00834,Current,CUST_0524
ACC_00835,Business,CUST_1993
ACC_00836,Savings,CUST_0489
ACC_00837,Savings,CUST_1216
ACC_00838,Savings,CUST_1586
ACC_00839,Savings,CUST_1919
ACC_00840,Current,CUST_1229
ACC_00841,Current,CUST_1931
ACC_00842,Savings,CUST_1477
ACC_00843,Current,CUST_1096
ACC_00844,Savings,CUST_0591
ACC_00845,Savings,CUST_0404
ACC_00846,Salary,CUST_1557
ACC_00847,Savings,CUST_0731
ACC_00848,Savings,CUST_1907
ACC_00849,Savings,CUST_1012
ACC_00850,Business,CUST_1122
ACC_00851,Savings,CUST_0315
ACC_00852,Current,CUST_1414
ACC_00853,Current,CUST_0678
ACC_00854,Savings,CUST_0753
ACC_00855,Current,CUST_1513
ACC_00856,Savings,CUST_0223
ACC_00857,Savings,CUST_0140
ACC_00858,Salary,CUST_0308
ACC_00859,Salary,CUST_1057
ACC_00860,Savings,CUST_0307
ACC_00861,Savings,CUST_1125
ACC_00862,Current,CUST_1922
ACC_00863,Salary,CUST_0542
ACC_00864,Savings,CUST_0839
ACC_00865,Savings,CUST_0429
ACC_00866,Savings,CUST_0766
ACC_00867,Savings,CUST_0047
ACC_00868,Salary,CUST_0297
ACC_00869,Current,CUST_1790
ACC_00870,Savings,CUST_1558
ACC_00871,Savings,CUST_0231
ACC_00872,Salary,CUST_0700
ACC_00873,Savings,CUST_0662
ACC_00874,Savings,CUST_0793
ACC_00875,Salary,CUST_0126
ACC_00876,Current,CUST_0044
ACC_00877,Savings,CUST_0080
ACC_00878,Savings,CUST_1439
ACC_00879,Current,CUST_0507
ACC_00880,Salary,CUST_1121
ACC_00881,Salary,CUST_0044
ACC_00882,Savings,CUST_1123
ACC_00883,Current,CUST_1893
ACC_00884,Current,CUST_1247
ACC_00885,Savings,CUST_1494
ACC_00886,Savings,CUST_1375
ACC_00887,Savings,CUST_0239
ACC_00888,Savings,CUST_0190
ACC_00889,Current,CUST_0706
ACC_00890,Savings,CUST_1673
ACC_00891,Savings,CUST_0054
ACC_00892,Savings,CUST_1895
ACC_00893,Savings,CUST_1556
ACC_00894,Salary,CUST_1527
ACC_00895,Current,CUST_1069
ACC_00896,Salary,CUST_0028
ACC_00897,Savings,CUST_0496
ACC_00898,Savings,CUST_0524
ACC_00899,Business,CUST_1297
ACC_00900,Current,CUST_1679
ACC_00901,Savings,CUST_0393
ACC_00902,Savings,CUST_1088
ACC_00903,Business,CUST_0844
ACC_00904,Savings,CUST_0391
ACC_00905,Business,CUST_0470
ACC_00906,Savings,CUST_0989
ACC_00907,Business,CUST_0734
ACC_00908,Savings,CUST_1096
ACC_00909,Business,CUST_1826
ACC_00910,Salary,CUST_0455
ACC_00911,Salary,CUST_0876
ACC_00912,Savings,CUST_0995
ACC_00913,Current,CUST_1042
ACC_00914,Current,CUST_0509
ACC_00915,Savings,CUST_0629
ACC_00916,Savings,CUST_1862
ACC_00917,Current,CUST_0715
ACC_00918,Current,CUST_1395
ACC_00919,Savings,CUST_0497
ACC_00920,Current,CUST_0627
ACC_00921,Current,CUST_0802
ACC_00922,Salary,CUST_0131
ACC_00923,Current,CUST_0364
ACC_00924,Savings,CUST_0420
ACC_00925,Savings,CUST_0692
ACC_00926,Savings,CUST_1985
ACC_00927,Salary,CUST_0554
ACC_00928,Savings,CUST_0952
ACC_00929,Current,CUST_1170
ACC_00930,Savings,CUST_1794
ACC_00931,Salary,CUST_0981
ACC_00932,Current,CUST_1320
ACC_00933,Current,CUST_1762
ACC_00934,Current,CUST_1771
ACC_00935,Savings,CUST_0927
ACC_00936,Savings,CUST_0507
ACC_00937,Current,CUST_1259
ACC_00938,Current,CUST_1937
ACC_00939,Savings,CUST_0388
ACC_00940,Savings,CUST_0234
ACC_00941,Current,CUST_1294
ACC_00942,Savings,CUST_1466
ACC_00943,Current,CUST_0214
ACC_00944,Savings,CUST_0323
ACC_00945,Current,CUST_0206
ACC_00946,Current,CUST_0011
ACC_00947,Salary,CUST_0677
ACC_00948,Savings,CUST_0810
ACC_00949,Savings,CUST_1507
ACC_00950,Current,CUST_1281
ACC_00951,Business,CUST_0160
ACC_00952,Current,CUST_1286
ACC_00953,Current,CUST_0264
ACC_00954,Savings,CUST_0328
ACC_00955,Savings,CUST_0078
ACC_00956,Savings,CUST_0211
ACC_00957,Current,CUST_1096
ACC_00958,Savings,CUST_0763
ACC_00959,Salary,CUST_0403
ACC_00960,Salary,CUST_1306
ACC_00961,Current,CUST_1100
ACC_00962,Current,CUST_1803
ACC_00963,Salary,CUST_0172
ACC_00964,Savings,CUST_0723
ACC_00965,Salary,CUST_1510
ACC_00966,Savings,CUST_0691
ACC_00967,Savings,CUST_1340
ACC_00968,Current,CUST_1526
ACC_00969,Savings,CUST_0531
ACC_00970,Current,CUST_1695
ACC_00971,Savings,CUST_0186
ACC_00972,Savings,CUST_0754
ACC_00973,Current,CUST_1501
ACC_00974,Current,CUST_0765
ACC_00975,Savings,CUST_0357
ACC_00976,Savings,CUST_1396
ACC_00977,Current,CUST_0319
ACC_00978,Current,CUST_1243
ACC_00979,Current,CUST_1500
ACC_00980,Current,CUST_1870
ACC_00981,Savings,CUST_1185
ACC_00982,Current,CUST_0523
ACC_00983,Savings,CUST_1126
ACC_00984,Salary,CUST_0176
ACC_00985,Savings,CUST_1073
ACC_00986,Savings,CUST_0973
ACC_00987,Savings,CUST_0969
ACC_00988,Savings,CUST_1295
ACC_00989,Savings,CUST_0466
ACC_00990,Current,CUST_0887
ACC_00991,Savings,CUST_1381
ACC_00992,Savings,CUST_1116
ACC_00993,Salary,CUST_1893
ACC_00994,Business,CUST_0662
ACC_00995,Current,CUST_0958
ACC_00996,Current,CUST_1099
ACC_00997,Savings,CUST_1594
ACC_00998,Salary,CUST_0404
ACC_00999,Current,CUST_1906
ACC_01000,Savings,CUST_1260
ACC_01001,Savings,CUST_0915
ACC_01002,Savings,CUST_0979
ACC_01003,Savings,CUST_0642
ACC_01004,Savings,CUST_1273
ACC_01005,Salary,CUST_0624
ACC_01006,Current,CUST_1525
ACC_01007,Current,CUST_0292
ACC_01008,Savings,CUST_0242
ACC_01009,Savings,CUST_0268
ACC_01010,Salary,CUST_1321
ACC_01011,Savings,CUST_0406
ACC_01012,Business,CUST_0421
ACC_01013,Current,CUST_1866
ACC_01014,Business,CUST_1007
ACC_01015,Salary,CUST_1414
ACC_01016,Current,CUST_0132
ACC_01017,Salary,CUST_0864
ACC_01018,Current,CUST_0713
ACC_01019,Salary,CUST_1779
ACC_01020,Savings,CUST_0637
ACC_01021,Current,CUST_0398
ACC_01022,Salary,CUST_1609
ACC_01023,Savings,CUST_1525
ACC_01024,Current,CUST_0332
ACC_01025,Savings,CUST_0625
ACC_01026,Business,CUST_1932
ACC_01027,Current,CUST_0123
ACC_01028,Savings,CUST_1032
ACC_01029,Salary,CUST_1873
ACC_01030,Current,CUST_0830
ACC_01031,Salary,CUST_1733
ACC_01032,Savings,CUST_0759
ACC_01033,Business,CUST_1411
ACC_01034,Business,CUST_0904
ACC_01035,Current,CUST_0169
ACC_01036,Savings,CUST_1428
ACC_01037,Savings,CUST_0857
ACC_01038,Savings,CUST_0114
ACC_01039,Savings,CUST_0199
ACC_01040,Savings,CUST_1509
ACC_01041,Current,CUST_1623
ACC_01042,Current,CUST_0371
ACC_01043,Savings,CUST_1893
ACC_01044,Savings,CUST_1188
ACC_01045,Salary,CUST_1816
ACC_01046,Savings,CUST_1072
ACC_01047,Current,CUST_1990
ACC_01048,Salary,CUST_1162
ACC_01049,Current,CUST_1701
ACC_01050,Savings,CUST_0229
ACC_01051,Current,CUST_1705
ACC_01052,Current,CUST_1915
ACC_01053,Savings,CUST_1607
ACC_01054,Current,CUST_0203
ACC_01055,Current,CUST_1559
ACC_01056,Savings,CUST_1724
ACC_01057,Salary,CUST_1719
ACC_01058,Savings,CUST_1977
ACC_01059,Savings,CUST_1357
ACC_01060,Business,CUST_0828
ACC_01061,Savings,CUST_0360
ACC_01062,Savings,CUST_1703
ACC_01063,Savings,CUST_1892
ACC_01064,Current,CUST_0175
ACC_01065,Business,CUST_1820
ACC_01066,Savings,CUST_1155
ACC_01067,Salary,CUST_1646
ACC_01068,Salary,CUST_1361
ACC_01069,Business,CUST_0828
ACC_01070,Savings,CUST_1488
ACC_01071,Current,CUST_1974
ACC_01072,Current,CUST_0437
ACC_01073,Savings,CUST_0269
ACC_01074,Savings,CUST_1663
ACC_01075,Savings,CUST_0997
ACC_01076,Savings,CUST_1508
ACC_01077,Salary,CUST_1275
ACC_01078,Savings,CUST_0656
ACC_01079,Savings,CUST_1145
ACC_01080,Business,CUST_0778
ACC_01081,Salary,CUST_1525
ACC_01082,Savings,CUST_1022
ACC_01083,Savings,CUST_1689
ACC_01084,Business,CUST_0720
ACC_01085,Salary,CUST_1820
ACC_01086,Savings,CUST_0943
ACC_01087,Current,CUST_0730
ACC_01088,Savings,CUST_1755
ACC_01089,Current,CUST_0416
ACC_01090,Savings,CUST_1227
ACC_01091,Savings,CUST_0802
ACC_01092,Savings,CUST_0807
ACC_01093,Current,CUST_1731
ACC_01094,Savings,CUST_0474
ACC_01095,Current,CUST_0499
ACC_01096,Savings,CUST_1288
ACC_01097,Current,CUST_0444
ACC_01098,Current,CUST_0981
ACC_01099,Savings,CUST_1640
ACC_01100,Current,CUST_1638
ACC_01101,Current,CUST_0038
ACC_01102,Salary,CUST_0514
ACC_01103,Savings,CUST_0082
ACC_01104,Savings,CUST_0483
ACC_01105,Current,CUST_1940
ACC_01106,Savings,CUST_0644
ACC_01107,Savings,CUST_0637
ACC_01108,Business,CUST_1649
ACC_01109,Savings,CUST_0452
ACC_01110,Savings,CUST_0891
ACC_01111,Current,CUST_0845
ACC_01112,Salary,CUST_0793
ACC_01113,Current,CUST_1625
ACC_01114,Savings,CUST_1995
ACC_01115,Savings,CUST_1063
ACC_01116,Current,CUST_1347
ACC_01117,Savings,CUST_0344
ACC_01118,Current,CUST_1510
ACC_01119,Current,CUST_1983
ACC_01120,Savings,CUST_1236
ACC_01121,Current,CUST_1183
ACC_01122,Current,CUST_0970
ACC_01123,Current,CUST_0493
ACC_01124,Savings,CUST_0293
ACC_01125,Savings,CUST_1980
ACC_01126,Savings,CUST_1117
ACC_01127,Current,CUST_1431
ACC_01128,Current,CUST_1874
ACC_01129,Savings,CUST_1359
ACC_01130,Current,CUST_0089
ACC_01131,Current,CUST_1204
ACC_01132,Current,CUST_0249
ACC_01133,Current,CUST_1027
ACC_01134,Salary,CUST_0382
ACC_01135,Current,CUST_1746
ACC_01136,Current,CUST_0046
ACC_01137,Savings,CUST_0365
ACC_01138,Savings,CUST_1237
ACC_01139,Savings,CUST_0839
ACC_01140,Current,CUST_1630
ACC_01141,Salary,CUST_0894
ACC_01142,Current,CUST_1361
ACC_01143,Salary,CUST_0003
ACC_01144,Savings,CUST_1090
ACC_01145,Salary,CUST_0780
ACC_01146,Savings,CUST_1805
ACC_01147,Salary,CUST_1463
ACC_01148,Savings,CUST_1111
ACC_01149,Savings,CUST_0069
ACC_01150,Current,CUST_1277
ACC_01151,Savings,CUST_0894
ACC_01152,Current,CUST_0088
ACC_01153,Savings,CUST_1204
ACC_01154,Savings,CUST_1732
ACC_01155,Savings,CUST_1078
ACC_01156,Salary,CUST_0098
ACC_01157,Business,CUST_1262
ACC_01158,Current,CUST_0520
ACC_01159,Current,CUST_0013
ACC_01160,Salary,CUST_1023
ACC_01161,Current,CUST_0034
ACC_01162,Savings,CUST_1649
ACC_01163,Salary,CUST_1249
ACC_01164,Savings,CUST_1643
ACC_01165,Salary,CUST_0010
ACC_01166,Savings,CUST_0617
ACC_01167,Savings,CUST_1164
ACC_01168,Savings,CUST_1840
ACC_01169,Current,CUST_0581
ACC_01170,Current,CUST_1139
ACC_01171,Current,CUST_1460
ACC_01172,Savings,CUST_1788
ACC_01173,Savings,CUST_0085
ACC_01174,Current,CUST_0170
ACC_01175,Savings,CUST_1299
ACC_01176,Current,CUST_1938
ACC_01177,Savings,CUST_0401
ACC_01178,Business,CUST_0589
ACC_01179,Current,CUST_0110
ACC_01180,Savings,CUST_0093
ACC_01181,Savings,CUST_0526
ACC_01182,Savings,CUST_1255
ACC_01183,Current,CUST_1253
ACC_01184,Current,CUST_0158
ACC_01185,Savings,CUST_0909
ACC_01186,Salary,CUST_1232
ACC_01187,Current,CUST_0717
ACC_01188,Current,CUST_0319
ACC_01189,Savings,CUST_1975
ACC_01190,Savings,CUST_0235
ACC_01191,Savings,CUST_1956
ACC_01192,Savings,CUST_1592
ACC_01193,Savings,CUST_1836
ACC_01194,Savings,CUST_1597
ACC_01195,Savings,CUST_0233
ACC_01196,Savings,CUST_1860
ACC_01197,Salary,CUST_0298
ACC_01198,Savings,CUST_0304
ACC_01199,Salary,CUST_1014
ACC_01200,Current,CUST_1106
ACC_01201,Salary,CUST_0420
ACC_01202,Savings,CUST_1535
ACC_01203,Savings,CUST_1124
ACC_01204,Current,CUST_0005
ACC_01205,Salary,CUST_0760
ACC_01206,Savings,CUST_0337
ACC_01207,Current,CUST_0903
ACC_01208,Current,CUST_1773
ACC_01209,Savings,CUST_1720
ACC_01210,Savings,CUST_1143
ACC_01211,Current,CUST_1546
ACC_01212,Savings,CUST_1218
ACC_01213,Savings,CUST_0491
ACC_01214,Savings,CUST_1575
ACC_01215,Savings,CUST_1128
ACC_01216,Savings,CUST_1283
ACC_01217,Salary,CUST_0876
ACC_01218,Savings,CUST_0771
ACC_01219,Current,CUST_1690
ACC_01220,Savings,CUST_1253
ACC_01221,Current,CUST_0304
ACC_01222,Savings,CUST_1656
ACC_01223,Business,CUST_1348
ACC_01224,Salary,CUST_1957
ACC_01225,Savings,CUST_1316
ACC_01226,Savings,CUST_0983
ACC_01227,Savings,CUST_1682
ACC_01228,Savings,CUST_0219
ACC_01229,Savings,CUST_1637
ACC_01230,Current,CUST_0051
ACC_01231,Current,CUST_1000
ACC_01232,Savings,CUST_0460
ACC_01233,Savings,CUST_1473
ACC_01234,Current,CUST_0053
ACC_01235,Current,CUST_0524
ACC_01236,Savings,CUST_1144
ACC_01237,Savings,CUST_0811
ACC_01238,Salary,CUST_1650
ACC_01239,Business,CUST_1413
ACC_01240,Salary,CUST_0958
ACC_01241,Current,CUST_1329
ACC_01242,Savings,CUST_0286
ACC_01243,Business,CUST_0296
ACC_01244,Business,CUST_1072
ACC_01245,Savings,CUST_0052
ACC_01246,Salary,CUST_0742
ACC_01247,Savings,CUST_1557
ACC_01248,Current,CUST_0800
ACC_01249,Savings,CUST_1088
ACC_01250,Business,CUST_0424
ACC_01251,Savings,CUST_1044
ACC_01252,Savings,CUST_1978
ACC_01253,Savings,CUST_0718
ACC_01254,Savings,CUST_1685
ACC_01255,Savings,CUST_0153
ACC_01256,Salary,CUST_1571
ACC_01257,Salary,CUST_0404
ACC_01258,Business,CUST_1520
ACC_01259,Savings,CUST_0929
ACC_01260,Salary,CUST_1978
ACC_01261,Savings,CUST_0609
ACC_01262,Current,CUST_0390
ACC_01263,Savings,CUST_1442
ACC_01264,Savings,CUST_1519
ACC_01265,Savings,CUST_1406
ACC_01266,Savings,CUST_0995
ACC_01267,Savings,CUST_1798
ACC_01268,Savings,CUST_1265
ACC_01269,Current,CUST_1595
ACC_01270,Salary,CUST_0423
ACC_01271,Savings,CUST_0325
ACC_01272,Salary,CUST_1016
ACC_01273,Current,CUST_1750
ACC_01274,Savings,CUST_0924
ACC_01275,Savings,CUST_1661
ACC_01276,Salary,CUST_1493
ACC_01277,Current,CUST_1935
ACC_01278,Savings,CUST_1296
ACC_01279,Current,CUST_0024
ACC_01280,Savings,CUST_0518
ACC_01281,Savings,CUST_1532
ACC_01282,Savings,CUST_0726
ACC_01283,Savings,CUST_0122
ACC_01284,Savings,CUST_0487
ACC_01285,Savings,CUST_0024
ACC_01286,Current,CUST_0465
ACC_01287,Savings,CUST_0074
ACC_01288,Savings,CUST_0266
ACC_01289,Savings,CUST_1932
ACC_01290,Current,CUST_0254
ACC_01291,Current,CUST_0716
ACC_01292,Current,CUST_1007
ACC_01293,Current,CUST_1499
ACC_01294,Savings,CUST_0166
ACC_01295,Current,CUST_0750
ACC_01296,Savings,CUST_0169
ACC_01297,Savings,CUST_0857
ACC_01298,Savings,CUST_0165
ACC_01299,Savings,CUST_1774
ACC_01300,Current,CUST_0967
ACC_01301,Savings,CUST_0774
ACC_01302,Savings,CUST_0556
ACC_01303,Savings,CUST_1739
ACC_01304,Current,CUST_1324
ACC_01305,Savings,CUST_0608
ACC_01306,Savings,CUST_1671
ACC_01307,Savings,CUST_1691
ACC_01308,Current,CUST_1119
ACC_01309,Savings,CUST_0318
ACC_01310,Salary,CUST_0247
ACC_01311,Savings,CUST_0133
ACC_01312,Savings,CUST_0385
ACC_01313,Current,CUST_1113
ACC_01314,Salary,CUST_0843
ACC_01315,Current,CUST_0963
ACC_01316,Business,CUST_0271
ACC_01317,Savings,CUST_1136
ACC_01318,Salary,CUST_0966
ACC_01319,Current,CUST_0724
ACC_01320,Savings,CUST_1793
ACC_01321,Current,CUST_1941
ACC_01322,Savings,CUST_0883
ACC_01323,Savings,CUST_0717
ACC_01324,Current,CUST_1446
ACC_01325,Savings,CUST_1896
ACC_01326,Savings,CUST_0534
ACC_01327,Salary,CUST_1371
ACC_01328,Savings,CUST_0223
ACC_01329,Current,CUST_0896
ACC_01330,Savings,CUST_0157
ACC_01331,Salary,CUST_1998
ACC_01332,Savings,CUST_0166
ACC_01333,Savings,CUST_0526
ACC_01334,Current,CUST_0943
ACC_01335,Business,CUST_0971
ACC_01336,Business,CUST_1520
ACC_01337,Savings,CUST_0114
ACC_01338,Savings,CUST_0561
ACC_01339,Current,CUST_1217
ACC_01340,Current,CUST_1103
ACC_01341,Savings,CUST_0155
ACC_01342,Current,CUST_0764
ACC_01343,Savings,CUST_1441
ACC_01344,Current,CUST_1048
ACC_01345,Current,CUST_1204
ACC_01346,Savings,CUST_0044
ACC_01347,Current,CUST_0557
ACC_01348,Business,CUST_1943
ACC_01349,Savings,CUST_2000
ACC_01350,Current,CUST_0477
ACC_01351,Salary,CUST_0031
ACC_01352,Savings,CUST_1409
ACC_01353,Savings,CUST_0934
ACC_01354,Savings,CUST_1731
ACC_01355,Savings,CUST_1265
ACC_01356,Savings,CUST_1335
ACC_01357,Current,CUST_0557
ACC_01358,Current,CUST_1166
ACC_01359,Savings,CUST_0811
ACC_01360,Salary,CUST_1736
ACC_01361,Current,CUST_1456
ACC_01362,Savings,CUST_0975
ACC_01363,Savings,CUST_0918
ACC_01364,Current,CUST_0936
ACC_01365,Savings,CUST_0527
ACC_01366,Current,CUST_1767
ACC_01367,Savings,CUST_1362
ACC_01368,Savings,CUST_0461
ACC_01369,Savings,CUST_0045
ACC_01370,Savings,CUST_1069
ACC_01371,Savings,CUST_0712
ACC_01372,Salary,CUST_0133
ACC_01373,Savings,CUST_1900
ACC_01374,Salary,CUST_1381
ACC_01375,Salary,CUST_0515
ACC_01376,Current,CUST_1621
ACC_01377,Savings,CUST_0742
ACC_01378,Savings,CUST_0574
ACC_01379,Savings,CUST_0546
ACC_01380,Salary,CUST_1552
ACC_01381,Salary,CUST_1645
ACC_01382,Current,CUST_1364
ACC_01383,Savings,CUST_0795
ACC_01384,Current,CUST_0824
ACC_01385,Savings,CUST_0630
ACC_01386,Savings,CUST_1588
ACC_01387,Current,CUST_1303
ACC_01388,Savings,CUST_0350
ACC_01389,Current,CUST_0036
ACC_01390,Current,CUST_1765
ACC_01391,Current,CUST_1426
ACC_01392,Salary,CUST_0236
ACC_01393,Salary,CUST_1628
ACC_01394,Savings,CUST_0899
ACC_01395,Current,CUST_0915
ACC_01396,Savings,CUST_0546
ACC_01397,Current,CUST_0747
ACC_01398,Salary,CUST_0817
ACC_01399,Savings,CUST_1963
ACC_01400,Business,CUST_1148
ACC_01401,Savings,CUST_0101
ACC_01402,Savings,CUST_0767
ACC_01403,Savings,CUST_0692
ACC_01404,Savings,CUST_0585
ACC_01405,Current,CUST_1114
ACC_01406,Savings,CUST_1793
ACC_01407,Savings,CUST_0519
ACC_01408,Business,CUST_0397
ACC_01409,Savings,CUST_0138
ACC_01410,Current,CUST_0763
ACC_01411,Salary,CUST_1357
ACC_01412,Savings,CUST_1395
ACC_01413,Current,CUST_0426
ACC_01414,Current,CUST_0257
ACC_01415,Savings,CUST_0620
ACC_01416,Business,CUST_0247
ACC_01417,Savings,CUST_1537
ACC_01418,Savings,CUST_1559
ACC_01419,Salary,CUST_1029
ACC_01420,Savings,CUST_1902
ACC_01421,Business,CUST_0798
ACC_01422,Salary,CUST_1284
ACC_01423,Savings,CUST_1650
ACC_01424,Savings,CUST_1759
ACC_01425,Savings,CUST_1808
ACC_01426,Salary,CUST_1404
ACC_01427,Savings,CUST_0310
ACC_01428,Current,CUST_0643
ACC_01429,Savings,CUST_0772
ACC_01430,Savings,CUST_1348
ACC_01431,Salary,CUST_1199
ACC_01432,Savings,CUST_0782
ACC_01433,Savings,CUST_1992
ACC_01434,Savings,CUST_0759
ACC_01435,Current,CUST_0928
ACC_01436,Current,CUST_0419
ACC_01437,Current,CUST_1727
ACC_01438,Savings,CUST_0155
ACC_01439,Savings,CUST_0656
ACC_01440,Savings,CUST_1159
ACC_01441,Salary,CUST_0314
ACC_01442,Savings,CUST_1931
ACC_01443,Salary,CUST_1798
ACC_01444,Savings,CUST_1463
ACC_01445,Current,CUST_0362
ACC_01446,Savings,CUST_0061
ACC_01447,Business,CUST_0052
ACC_01448,Savings,CUST_1320
ACC_01449,Current,CUST_0659
ACC_01450,Savings,CUST_1401
ACC_01451,Business,CUST_0921
ACC_01452,Savings,CUST_0287
ACC_01453,Savings,CUST_1814
ACC_01454,Current,CUST_1520
ACC_01455,Savings,CUST_1621
ACC_01456,Business,CUST_1914
ACC_01457,Savings,CUST_0141
ACC_01458,Savings,CUST_0679
ACC_01459,Salary,CUST_0719
ACC_01460,Current,CUST_1483
ACC_01461,Current,CUST_0500
ACC_01462,Salary,CUST_1959
ACC_01463,Savings,CUST_0656
ACC_01464,Salary,CUST_1128
ACC_01465,Savings,CUST_0033
ACC_01466,Savings,CUST_0795
ACC_01467,Savings,CUST_0109
ACC_01468,Current,CUST_0664
ACC_01469,Current,CUST_0663
ACC_01470,Salary,CUST_0570
ACC_01471,Salary,CUST_0895
ACC_01472,Savings,CUST_0995
ACC_01473,Savings,CUST_0371
ACC_01474,Current,CUST_0173
ACC_01475,Current,CUST_0221
ACC_01476,Current,CUST_1766
ACC_01477,Savings,CUST_0895
ACC_01478,Current,CUST_1423
ACC_01479,Current,CUST_0652
ACC_01480,Savings,CUST_0206
ACC_01481,Current,CUST_1276
ACC_01482,Business,CUST_0810
ACC_01483,Current,CUST_1092
ACC_01484,Current,CUST_0767
ACC_01485,Current,CUST_1463
ACC_01486,Current,CUST_0699
ACC_01487,Savings,CUST_0107
ACC_01488,Salary,CUST_1648
ACC_01489,Savings,CUST_0872
ACC_01490,Savings,CUST_0494
ACC_01491,Salary,CUST_0906
ACC_01492,Savings,CUST_0047
ACC_01493,Savings,CUST_1774
ACC_01494,Salary,CUST_1655
ACC_01495,Savings,CUST_1181
ACC_01496,Current,CUST_1782
ACC_01497,Savings,CUST_0385
ACC_01498,Savings,CUST_0012
ACC_01499,Current,CUST_0023
ACC_01500,Current,CUST_0942
ACC_01501,Savings,CUST_0995
ACC_01502,Savings,CUST_0013
ACC_01503,Current,CUST_1634
ACC_01504,Savings,CUST_1821
ACC_01505,Current,CUST_1131
ACC_01506,Current,CUST_1523
ACC_01507,Current,CUST_0612
ACC_01508,Salary,CUST_1465
ACC_01509,Current,CUST_0761
ACC_01510,Salary,CUST_1210
ACC_01511,Savings,CUST_0620
ACC_01512,Current,CUST_1912
ACC_01513,Savings,CUST_1605
ACC_01514,Savings,CUST_0362
ACC_01515,Savings,CUST_1356
ACC_01516,Current,CUST_1332
ACC_01517,Savings,CUST_1599
ACC_01518,Current,CUST_0279
ACC_01519,Savings,CUST_1073
ACC_01520,Savings,CUST_0058
ACC_01521,Savings,CUST_0625
ACC_01522,Savings,CUST_0102
ACC_01523,Current,CUST_1767
ACC_01524,Salary,CUST_1687
ACC_01525,Current,CUST_0877
ACC_01526,Current,CUST_0085
ACC_01527,Savings,CUST_1282
ACC_01528,Current,CUST_0517
ACC_01529,Business,CUST_1260
ACC_01530,Savings,CUST_0138
ACC_01531,Savings,CUST_0886
ACC_01532,Current,CUST_0982
ACC_01533,Current,CUST_1385
ACC_01534,Savings,CUST_1691
ACC_01535,Current,CUST_0567
ACC_01536,Salary,CUST_0207
ACC_01537,Savings,CUST_1586
ACC_01538,Savings,CUST_1789
ACC_01539,Salary,CUST_1908
ACC_01540,Savings,CUST_1393
ACC_01541,Savings,CUST_0470
ACC_01542,Savings,CUST_0245
ACC_01543,Current,CUST_0591
ACC_01544,Savings,CUST_1756
ACC_01545,Savings,CUST_0256
ACC_01546,Current,CUST_1830
ACC_01547,Savings,CUST_1367
ACC_01548,Savings,CUST_1157
ACC_01549,Salary,CUST_1445
ACC_01550,Savings,CUST_0928
ACC_01551,Savings,CUST_0733
ACC_01552,Savings,CUST_1357
ACC_01553,Savings,CUST_1620
ACC_01554,Current,CUST_1066
ACC_01555,Savings,CUST_1428
ACC_01556,Salary,CUST_0133
ACC_01557,Savings,CUST_0014
ACC_01558,Current,CUST_0020
ACC_01559,Current,CUST_1929
ACC_01560,Savings,CUST_1709
ACC_01561,Current,CUST_1732
ACC_01562,Current,CUST_0525
ACC_01563,Savings,CUST_0776
ACC_01564,Current,CUST_1253
ACC_01565,Current,CUST_0682
ACC_01566,Savings,CUST_1989
ACC_01567,Savings,CUST_0654
ACC_01568,Current,CUST_1698
ACC_01569,Current,CUST_0904
ACC_01570,Current,CUST_0712
ACC_01571,Current,CUST_0574
ACC_01572,Savings,CUST_0474
ACC_01573,Business,CUST_0971
ACC_01574,Savings,CUST_1887
ACC_01575,Current,CUST_1315
ACC_01576,Business,CUST_0165
ACC_01577,Savings,CUST_1181
ACC_01578,Salary,CUST_0434
ACC_01579,Current,CUST_1659
ACC_01580,Business,CUST_0416
ACC_01581,Current,CUST_0205
ACC_01582,Current,CUST_1718
ACC_01583,Savings,CUST_1925
ACC_01584,Current,CUST_1550
ACC_01585,Salary,CUST_0644
