transaction_id,account_id,transaction_date,transaction_type,amount
10458,848,2025-06-24,Debit,36.77
10459,2856,2025-08-28,Credit,8.29
10460,645,2025-02-11,Debit,34.91
10461,3969,2025-07-04,Credit,212.03
10462,4253,2025-08-31,Credit,106.9
10463,2122,2025-06-27,Debit,32.76
10464,2254,2025-09-22,Credit,32.6
10465,2961,2025-06-12,Debit,21.82
10466,2557,2025-05-15,Credit,24.58
10467,3848,2023-11-18,Payment,265.14
10468,2861,2024-10-27,Debit,2.92
10469,3899,2025-02-12,Credit,12.4
10470,2234,2025-07-17,Debit,1.34
10471,2385,2025-03-13,Credit,37.55
10472,311,2025-04-14,Debit,14.59
10473,1220,2024-08-03,Credit,23.0
10474,1286,2025-08-29,Debit,13.98
10475,2497,2024-12-03,Payment,69.46
10476,226,2024-11-01,Credit,12.1
10477,1920,2025-03-16,Transfer,33.95
10478,3202,2025-06-26,Credit,57.21
10479,3133,2025-08-08,Debit,8.28
10480,2520,2024-08-20,Credit,48.9
10481,2655,2025-03-22,Transfer,53.02
10482,1374,2025-04-23,Debit,10.16
10483,2638,2024-11-04,Credit,91.25
10484,4116,2025-07-07,Credit,39.15
10485,3805,2024-12-30,Debit,9.99
10486,2553,2025-06-06,Debit,92.08
10487,1342,2025-04-11,Debit,7.05
10488,1120,2025-02-12,Debit,26.51
10489,1274,2025-04-21,Transfer,32.01
10490,2530,2024-09-18,Transfer,18.83
10491,3325,2025-05-14,Credit,8.93
10492,2229,2024-10-04,Debit,9.02
10493,1977,2025-10-16,Credit,25.98
10494,245,2025-05-29,Debit,35.08
10495,1838,2025-05-01,Debit,62.99
10496,2622,2024-01-13,Debit,50.96
10497,1289,2025-05-19,Credit,157.04
10498,105,2025-07-25,Debit,49.96
10499,2250,2025-04-29,Credit,26.49
10500,3145,2025-08-26,Payment,1.82
10501,4402,2025-05-22,Credit,30.97
10502,4475,2025-06-13,Transfer,20.23
10503,3508,2024-09-28,Credit,23.26
10504,4131,2025-04-24,Credit,56.22
10505,1477,2024-11-12,Debit,8.4
10506,2975,2025-10-04,Debit,118.88
10507,1353,2025-06-27,Debit,1.9
10508,4337,2025-08-13,Debit,40.46
10509,2722,2025-10-19,Debit,7.18
10510,3236,2025-06-01,Credit,135.85
10511,3268,2025-04-29,Debit,46.2
10512,4202,2025-06-12,Transfer,18.13
10513,1467,2025-07-26,Credit,185.58
10514,4175,2025-02-24,Debit,12.06
10515,1520,2025-05-26,Debit,2.1
10516,4191,2025-07-08,Debit,21.15
10517,3284,2025-08-09,Debit,8.75
10518,123,2025-08-24,Credit,27.26
10519,563,2025-06-15,Debit,13.2
10520,2960,2025-05-10,Transfer,10.27
10521,1951,2025-07-05,Debit,35.86
10522,2679,2024-11-14,Credit,24.59
10523,1795,2025-06-18,Credit,16.1
10524,1947,2024-08-22,Debit,36.09
10525,1303,2025-05-27,Debit,9.4
10526,2412,2025-02-13,Credit,5.52
10527,1045,2025-05-22,Debit,45.65
10528,1711,2024-06-01,Debit,3.74
10529,3082,2025-03-23,Debit,42.08
10530,4319,2024-11-16,Credit,71.46
10531,3978,2025-03-02,Debit,9.97
10532,106,2025-03-05,Debit,4.15
10533,1981,2025-04-30,Credit,52.4
10534,1761,2025-09-13,Debit,18.5
10535,3140,2023-10-29,Credit,132.82
10536,288,2025-01-08,Transfer,306.84
10537,3446,2024-12-29,Debit,32.95
10538,862,2025-07-04,Credit,48.6
10539,2852,2025-07-24,Debit,10.66
10540,4392,2025-07-11,Credit,10.62
10541,583,2025-04-24,Debit,195.44
10542,2351,2024-05-21,Debit,62.85
10543,694,2025-03-16,Credit,26.23
10544,486,2025-10-15,Credit,59.75
10545,3864,2025-06-10,Debit,25.13
10546,2150,2025-08-06,Credit,28.94
10547,2122,2024-09-17,Credit,4.2
10548,2218,2025-05-13,Credit,9.75
10549,1585,2025-06-22,Payment,1.92
10550,2125,2025-05-04,Credit,45.6
10551,1981,2025-08-08,Debit,203.04
10552,3951,2025-09-11,Credit,16.2
10553,1538,2025-01-31,Transfer,7.98
10554,348,2024-06-06,Credit,9.63
10555,2303,2025-03-29,Credit,40.79
10556,2405,2024-08-04,Credit,18.4
10557,800,2025-06-03,Transfer,38.35
10558,1648,2025-07-23,Debit,34.96
10559,554,2025-06-10,Debit,37.2
10560,1154,2025-07-04,Transfer,657.48
10561,2621,2025-07-03,Credit,76.35
10562,528,2025-03-29,Debit,125.81
10563,1806,2025-06-19,Debit,154.71
10564,1974,2025-09-01,Payment,27.6
10565,2115,2025-04-24,Debit,15.28
10566,4133,2025-04-11,Payment,7.85
10567,4020,2025-08-27,Debit,19.93
10568,858,2024-08-20,Credit,12.56
10569,444,2025-06-06,Transfer,6.6
10570,2763,2025-08-27,Debit,410.79
10571,636,2024-06-30,Debit,26.37
10572,1707,2025-01-07,Credit,51.42
10573,4142,2025-02-21,Debit,96.11
10574,1018,2025-04-05,Debit,14.66
10575,3824,2025-05-30,Debit,43.38
10576,730,2025-07-11,Credit,2.1
10577,4123,2025-08-10,Debit,77.91
10578,1715,2025-07-26,Debit,76.94
10579,874,2025-07-07,Debit,34.17
10580,1869,2025-09-10,Credit,11.29
10581,4218,2025-07-23,Debit,45.81
10582,2596,2025-07-20,Debit,6.64
10583,84,2025-07-30,Debit,14.83
10584,3718,2024-12-17,Debit,45.51
10585,976,2025-02-14,Credit,31.56
10586,3830,2025-08-12,Debit,173.65
10587,1692,2025-05-13,Debit,68.23
10588,3952,2025-06-08,Credit,48.41
10589,5,2025-07-20,Credit,46.66
10590,2181,2025-07-27,Debit,10.53
10591,3520,2025-08-03,Debit,20.41
10592,2345,2024-02-13,Transfer,27.58
10593,4263,2025-01-31,Debit,38.59
10594,1530,2025-08-29,Credit,18.57
10595,2845,2025-05-30,Credit,36.62
10596,4391,2025-07-10,Debit,114.34
10597,4186,2025-01-16,Debit,65.13
10598,4451,2025-09-20,Debit,0.93
10599,2457,2024-11-21,Credit,11.17
10600,2593,2025-02-18,Debit,12.02
10601,2290,2025-07-05,Debit,24.07
10602,2158,2025-07-27,Credit,47.51
10603,2948,2025-07-01,Credit,25.33
10604,2385,2025-10-08,Debit,250.73
10605,4356,2024-11-05,Transfer,14.54
10606,2674,2025-03-29,Debit,62.94
10607,3806,2024-04-19,Credit,5.39
10608,976,2025-05-01,Debit,18.87
10609,1581,2025-08-12,Payment,5.43
10610,4221,2023-11-03,Debit,121.04
10611,58,2025-04-09,Debit,3.06
10612,2765,2025-07-22,Transfer,9.13
10613,4411,2025-01-11,Credit,32.26
10614,4073,2025-08-17,Debit,87.16
10615,4292,2025-03-13,Debit,36.22
10616,1414,2025-06-28,Credit,7.82
10617,1549,2025-06-24,Debit,1.62
10618,570,2025-04-27,Transfer,3.26
10619,3737,2025-01-25,Credit,59.79
10620,2637,2025-07-14,Debit,7.17
10621,827,2025-07-06,Debit,2.74
10622,3834,2025-04-28,Debit,15.15
10623,2961,2025-05-01,Debit,41.42
10624,1585,2024-08-10,Transfer,5.81
10625,1679,2025-03-11,Credit,29.67
10626,951,2025-05-28,Debit,64.47
10627,2012,2025-04-12,Credit,11.85
10628,1851,2025-06-25,Debit,9.58
10629,2659,2025-08-02,Debit,140.11
10630,4343,2025-06-20,Transfer,20.24
10631,2643,2025-02-22,Payment,153.75
10632,2772,2024-08-03,Credit,25.04
10633,4086,2025-03-17,Payment,7.09
10634,900,2025-03-02,Transfer,29.29
10635,2597,2025-04-08,Transfer,36.76
10636,1827,2025-07-20,Credit,5.54
10637,1343,2025-07-17,Debit,89.67
10638,2803,2025-05-05,Debit,11.93
10639,1358,2025-03-29,Debit,9.5
10640,1665,2025-02-15,Transfer,9.34
10641,3426,2025-04-12,Credit,36.69
10642,1490,2025-08-29,Debit,95.98
10643,1371,2025-05-18,Credit,25.19
10644,1364,2025-08-22,Debit,9.39
10645,2819,2025-09-11,Credit,55.5
10646,4472,2024-12-11,Debit,3.26
10647,4103,2025-04-17,Debit,50.47
10648,3605,2024-03-30,Debit,92.85
10649,2333,2025-07-17,Debit,88.3
10650,1986,2025-07-03,Debit,163.76
10651,2279,2025-06-07,Debit,15.69
10652,4087,2025-06-30,Debit,46.54
10653,2628,2024-08-12,Credit,11.38
10654,3201,2025-03-12,Credit,46.67
10655,1261,2025-07-12,Debit,40.29
10656,2651,2025-07-31,Debit,7.25
10657,2887,2025-02-20,Credit,161.71
10658,3060,2025-02-19,Debit,26.31
10659,2734,2025-05-09,Debit,35.23
10660,3893,2025-08-14,Debit,37.66
10661,2668,2025-03-17,Credit,30.59
10662,3678,2025-03-22,Debit,27.8
10663,3403,2025-06-26,Credit,25.09
10664,3607,2025-04-25,Credit,50.79
10665,51,2025-09-06,Debit,13.16
10666,3494,2025-07-11,Credit,47.63
10667,481,2025-03-09,Credit,25.35
10668,3534,2024-12-08,Debit,29.14
10669,3057,2025-02-02,Debit,27.19
10670,1219,2025-10-15,Debit,82.27
10671,3957,2025-07-04,Credit,5.74
10672,2374,2025-04-08,Credit,12.14
10673,166,2025-10-04,Transfer,12.83
10674,1758,2024-09-08,Credit,34.87
10675,1813,2025-06-07,Transfer,8.47
10676,2217,2024-03-09,Credit,5.59
10677,2552,2025-07-10,Debit,23.41
10678,3225,2025-08-09,Transfer,37.1
10679,203,2025-04-20,Debit,9.28
10680,2787,2025-07-20,Debit,21.62
10681,3699,2025-09-20,Debit,35.8
10682,3308,2024-06-12,Debit,52.98
10683,2820,2025-05-05,Credit,13.14
10684,1731,2025-06-04,Debit,54.27
10685,1869,2025-09-27,Credit,38.35
10686,4355,2025-04-03,Debit,1.69
10687,3807,2025-05-12,Credit,9.43
10688,2372,2025-02-11,Debit,38.06
10689,934,2024-08-11,Debit,5.12
10690,648,2025-04-29,Debit,24.76
10691,2107,2025-06-24,Credit,26.8
10692,1392,2024-03-19,Debit,96.12
10693,2818,2025-03-20,Debit,62.84
10694,4154,2023-12-10,Credit,36.55
10695,4067,2024-07-29,Debit,111.27
10696,400,2024-01-31,Credit,58.73
10697,3374,2025-03-23,Debit,40.33
10698,4216,2025-07-09,Credit,88.29
10699,2165,2025-08-13,Debit,71.04
10700,2427,2025-06-11,Debit,20.09
10701,3242,2025-09-23,Transfer,400.4
10702,514,2024-12-28,Credit,40.23
10703,887,2023-10-29,Credit,17.63
10704,487,2025-04-16,Debit,75.27
10705,2963,2025-03-02,Credit,156.7
10706,2391,2025-09-19,Credit,24.63
10707,3190,2025-03-14,Credit,37.3
10708,3790,2024-10-11,Debit,97.04
10709,2461,2025-05-13,Debit,58.52
10710,972,2024-07-02,Debit,7.52
10711,4086,2024-08-09,Debit,5.03
10712,1171,2024-10-23,Credit,68.25
10713,645,2025-05-10,Credit,28.33
10714,2810,2025-03-06,Debit,33.28
10715,3578,2025-01-24,Transfer,51.91
10716,1317,2025-09-04,Transfer,29.15
10717,1306,2025-07-18,Debit,40.68
10718,2587,2025-03-16,Credit,20.08
10719,1736,2025-06-18,Credit,19.81
10720,770,2025-09-02,Transfer,15.44
10721,3791,2024-12-29,Credit,19.56
10722,2126,2024-10-27,Payment,10.13
10723,2838,2025-10-07,Debit,123.4
10724,2260,2024-11-27,Debit,106.91
10725,2522,2024-12-06,Debit,14.21
10726,187,2025-03-22,Credit,33.13
10727,1223,2025-09-15,Payment,88.84
10728,591,2025-04-23,Credit,18.55
10729,2719,2024-12-27,Credit,58.58
10730,3121,2025-01-26,Payment,17.1
10731,3858,2025-06-23,Credit,19.98
10732,1867,2024-05-04,Debit,34.57
10733,1597,2025-08-04,Credit,35.39
10734,2782,2023-10-29,Debit,288.08
10735,4054,2025-05-02,Credit,7.86
10736,1975,2025-04-22,Debit,20.0
10737,3990,2025-03-08,Transfer,31.53
10738,3129,2025-05-31,Debit,35.01
10739,2882,2025-08-10,Transfer,32.69
10740,1728,2024-03-17,Debit,353.01
10741,2243,2025-02-18,Credit,30.66
10742,2212,2025-01-16,Debit,45.69
10743,199,2025-08-01,Debit,34.26
10744,1222,2024-12-13,Debit,37.63
10745,1042,2025-01-18,Payment,48.18
10746,3553,2024-05-08,Debit,26.15
10747,3696,2025-03-13,Credit,11.21
10748,3427,2025-03-18,Debit,97.04
10749,4211,2025-09-11,Debit,195.48
10750,418,2025-06-30,Debit,40.9
10751,523,2025-08-07,Debit,17.88
10752,4435,2025-03-28,Credit,773.99
10753,3225,2025-08-13,Transfer,250.92
10754,139,2025-07-26,Credit,36.91
10755,3782,2025-01-20,Debit,184.58
10756,280,2024-09-17,Debit,37.7
10757,4365,2025-10-14,Debit,38.93
10758,2831,2025-02-15,Transfer,11.34
10759,4258,2025-06-15,Credit,12.09
10760,2448,2024-11-04,Debit,14.06
10761,2888,2025-04-16,Credit,15.67
10762,582,2025-06-03,Debit,39.58
10763,657,2025-05-13,Credit,42.36
10764,807,2025-02-18,Debit,153.04
10765,983,2024-08-09,Debit,2.68
10766,1374,2024-09-04,Debit,3.98
10767,4445,2025-06-27,Payment,61.15
10768,768,2025-09-02,Payment,9.72
10769,4055,2024-11-15,Debit,7.66
10770,1656,2025-04-30,Debit,18.89
10771,636,2025-08-07,Debit,9.21
10772,3728,2025-08-26,Debit,34.19
10773,2400,2025-06-16,Transfer,18.47
10774,4033,2024-12-12,Credit,19.06
10775,3907,2024-10-11,Credit,4.08
10776,1320,2025-08-05,Credit,158.69
10777,2859,2025-05-15,Credit,16.71
10778,636,2024-02-12,Debit,30.35
10779,1577,2025-08-27,Credit,240.23
10780,2937,2024-02-07,Credit,21.94
10781,3931,2025-09-21,Credit,8.58
10782,3740,2024-10-29,Credit,25.21
10783,183,2025-08-18,Credit,14.69
10784,3470,2024-07-30,Credit,27.53
10785,2543,2025-08-05,Transfer,57.15
10786,57,2025-09-15,Debit,35.12
10787,3373,2025-08-27,Transfer,7.72
10788,161,2025-04-02,Transfer,15.22
10789,74,2025-09-26,Credit,28.59
10790,1955,2025-08-18,Transfer,116.77
10791,2791,2025-06-16,Debit,9.81
10792,3695,2025-02-25,Transfer,58.37
10793,1306,2025-04-29,Transfer,32.99
10794,2242,2025-08-28,Debit,28.2
10795,1935,2025-07-21,Transfer,40.3
10796,2827,2025-09-16,Payment,34.33
10797,3964,2025-08-21,Transfer,8.07
10798,1739,2025-08-17,Credit,20.46
10799,3067,2024-11-26,Debit,273.9
10800,1325,2024-08-13,Debit,22.21
10801,1639,2025-08-22,Debit,18.53
10802,1288,2025-07-22,Credit,14.48
10803,1792,2025-03-16,Debit,140.03
10804,2672,2025-08-22,Debit,367.2
10805,1576,2025-08-18,Debit,13.43
10806,883,2025-06-27,Debit,141.8
10807,229,2024-06-18,Credit,4.45
10808,342,2025-09-06,Payment,16.77
10809,1110,2025-05-23,Debit,23.86
10810,3013,2024-04-05,Debit,106.02
10811,601,2025-08-10,Debit,85.14
10812,2834,2025-08-11,Credit,20.2
10813,2734,2025-03-10,Debit,107.35
10814,1999,2025-09-02,Credit,48.67
10815,1815,2024-12-27,Credit,26.15
10816,1753,2025-09-26,Transfer,12.62
10817,2622,2024-07-06,Transfer,8.72
10818,1415,2024-05-14,Debit,124.2
10819,3668,2025-07-19,Debit,79.25
10820,2348,2025-07-07,Credit,117.27
10821,2022,2025-02-04,Credit,28.9
10822,1888,2025-07-17,Debit,27.06
10823,3072,2024-11-01,Credit,30.7
10824,239,2025-07-17,Debit,11.28
10825,1196,2025-09-12,Debit,11.16
10826,3803,2025-08-14,Credit,5.02
10827,1074,2025-03-10,Credit,12.92
10828,3242,2025-02-06,Debit,4.73
10829,221,2024-07-08,Debit,0.36
10830,3841,2025-03-21,Credit,14.49
10831,1813,2025-05-19,Debit,11.2
10832,3289,2025-01-01,Debit,36.35
10833,428,2025-06-10,Debit,396.75
10834,3866,2025-05-15,Debit,18.46
10835,3794,2025-04-10,Debit,24.44
10836,3452,2024-04-06,Debit,25.28
10837,1725,2025-07-28,Transfer,19.56
10838,1787,2025-05-08,Payment,17.83
10839,3290,2025-04-29,Debit,34.47
10840,1088,2024-04-26,Debit,78.47
10841,813,2025-03-02,Transfer,1.4
10842,1518,2025-04-29,Debit,89.69
10843,4385,2025-07-17,Credit,37.42
10844,4473,2024-03-14,Transfer,97.91
10845,1062,2025-02-04,Debit,130.19
10846,1412,2025-03-28,Credit,46.4
10847,1822,2025-06-05,Debit,124.51
10848,1051,2025-05-18,Debit,5.72
10849,4233,2025-05-10,Debit,6.63
10850,3097,2025-01-18,Debit,14.54
10851,2746,2025-06-30,Payment,12.76
10852,3590,2025-08-06,Debit,121.08
10853,1657,2025-05-18,Transfer,15.46
10854,1828,2025-09-28,Credit,62.9
10855,794,2025-06-10,Transfer,55.71
10856,4387,2025-03-03,Transfer,27.27
10857,3109,2025-01-23,Credit,10.16
10858,4139,2025-06-07,Credit,230.11
10859,2212,2025-03-19,Debit,29.9
10860,4403,2024-11-02,Debit,4.03
10861,980,2025-03-01,Debit,3.8
10862,3958,2025-02-06,Debit,19.84
10863,139,2025-07-05,Credit,9.52
10864,64,2025-07-11,Debit,2.49
10865,3286,2025-06-09,Debit,10.59
10866,3631,2025-01-20,Debit,96.23
10867,3461,2025-07-02,Credit,1.63
10868,875,2025-09-29,Debit,9.99
10869,3067,2025-07-31,Debit,48.92
10870,3114,2025-01-19,Credit,83.17
10871,2685,2025-03-29,Debit,21.68
10872,567,2025-04-29,Debit,153.41
10873,3756,2025-05-12,Credit,43.5
10874,2602,2025-08-30,Debit,23.58
10875,1991,2025-06-26,Credit,54.5
10876,739,2025-08-23,Credit,98.47
10877,3371,2025-08-20,Debit,13.55
10878,4081,2025-04-03,Debit,9.07
10879,136,2025-03-07,Credit,53.38
10880,2379,2025-07-06,Debit,14.57
10881,2799,2025-08-31,Credit,2.82
10882,395,2025-09-12,Debit,24.19
10883,1225,2024-04-07,Transfer,25.09
10884,2158,2025-07-08,Credit,33.92
10885,1537,2024-06-23,Credit,80.9
10886,81,2025-05-02,Credit,133.06
10887,1115,2025-05-06,Debit,66.04
10888,4491,2025-09-29,Credit,8.36
10889,1352,2025-07-18,Debit,8.57
10890,1221,2025-08-21,Debit,11.59
10891,4066,2025-07-27,Credit,24.0
10892,338,2025-06-22,Credit,71.64
10893,531,2025-07-28,Debit,34.86
10894,1823,2025-04-10,Credit,53.31
10895,2536,2025-08-07,Credit,29.02
10896,3208,2025-06-30,Debit,8.19
10897,3588,2024-10-24,Credit,50.22
10898,1368,2025-09-16,Debit,11.76
10899,3625,2025-05-31,Credit,56.16
10900,1495,2025-03-14,Payment,18.92
10901,1514,2025-05-11,Credit,29.03
10902,4491,2025-07-11,Credit,88.54
10903,1314,2024-08-30,Debit,27.51
10904,1576,2024-12-29,Debit,46.51
10905,3153,2025-07-24,Transfer,85.23
10906,958,2025-08-13,Payment,20.2
10907,1408,2025-06-05,Transfer,83.8
10908,262,2025-02-16,Credit,44.8
10909,4308,2025-04-20,Debit,4.41
10910,1774,2024-11-16,Debit,117.57
10911,2650,2025-03-25,Credit,127.33
10912,3490,2025-07-08,Debit,13.56
10913,3223,2025-08-08,Credit,46.41
10914,2298,2024-06-03,Debit,5.54
10915,2781,2025-03-27,Payment,67.17
10916,249,2025-07-15,Credit,25.5
10917,225,2025-03-30,Payment,31.46
10918,2869,2025-09-03,Credit,29.41
10919,249,2025-09-28,Debit,31.5
10920,4073,2025-03-02,Debit,56.37
10921,299,2025-08-25,Credit,60.29
10922,1255,2025-07-06,Debit,47.31
10923,3524,2025-03-06,Debit,57.11
10924,404,2025-03-06,Credit,114.93
10925,3259,2025-06-07,Credit,22.17
10926,1472,2024-11-16,Credit,238.42
10927,1373,2025-06-05,Debit,67.38
10928,876,2024-08-07,Debit,105.28
10929,129,2025-05-26,Credit,3.34
10930,3014,2025-09-10,Credit,13.07
10931,1934,2025-04-08,Debit,16.73
10932,807,2024-10-31,Debit,25.28
10933,3630,2025-01-01,Debit,203.25
10934,576,2025-02-15,Credit,314.0
10935,983,2025-04-29,Debit,63.41
10936,4119,2024-04-01,Credit,15.1
10937,4021,2025-02-28,Debit,10.46
10938,3590,2025-03-15,Payment,16.43
10939,3809,2025-09-28,Debit,117.47
10940,1172,2025-06-03,Credit,13.95
10941,6,2025-04-13,Credit,81.7
10942,2699,2024-12-04,Debit,14.1
10943,4125,2025-07-28,Credit,38.79
10944,4064,2025-07-29,Debit,8.28
10945,2225,2025-04-19,Credit,11.07
10946,1117,2025-03-28,Debit,56.9
10947,2796,2024-04-18,Credit,5.58
10948,3157,2025-05-18,Credit,76.3
10949,842,2024-08-12,Credit,23.78
10950,4138,2025-07-16,Credit,16.56
10951,4265,2025-03-27,Debit,35.76
10952,1705,2025-04-15,Credit,28.28
10953,1097,2025-02-21,Debit,12.43
10954,1906,2025-06-17,Debit,37.26
10955,4457,2025-08-29,Debit,174.76
10956,1130,2025-01-14,Debit,5.65
10957,1241,2025-02-26,Debit,6.66
10958,1957,2024-07-22,Credit,112.63
10959,720,2025-06-15,Credit,14.44
10960,829,2025-10-06,Payment,34.21
10961,3492,2025-09-08,Debit,2.96
10962,2445,2025-06-19,Credit,22.7
10963,921,2025-06-20,Debit,12.19
10964,2165,2024-12-16,Debit,121.43
10965,1963,2025-06-28,Debit,18.85
10966,2172,2025-01-10,Debit,16.7
10967,1601,2024-10-12,Debit,13.49
10968,2605,2024-06-02,Credit,290.99
10969,2845,2025-07-30,Credit,25.0
10970,4001,2025-06-01,Credit,2.53
10971,4476,2025-09-29,Payment,183.77
10972,2311,2025-07-23,Debit,35.44
10973,1145,2025-07-25,Credit,216.82
10974,2839,2025-01-02,Credit,50.72
10975,3650,2025-10-02,Debit,9.07
10976,3240,2025-06-28,Debit,53.99
10977,1263,2025-02-18,Credit,104.46
10978,299,2025-06-07,Payment,4.09
10979,3332,2025-06-28,Transfer,38.23
10980,418,2025-02-16,Debit,6.48
10981,1719,2025-03-03,Debit,75.2
10982,1581,2025-06-18,Debit,58.68
10983,124,2025-08-13,Debit,7.21
10984,1244,2025-06-23,Debit,29.56
10985,298,2025-06-21,Credit,174.85
10986,2062,2025-01-30,Debit,1196.04
10987,1404,2025-10-19,Debit,4.36
10988,3431,2024-08-24,Credit,20.38
10989,2793,2025-07-28,Debit,73.22
10990,101,2024-05-30,Debit,51.05
10991,4163,2025-02-23,Transfer,63.32
10992,4190,2025-07-08,Debit,4.13
10993,2973,2025-01-26,Credit,58.96
10994,1630,2025-07-22,Debit,13.37
10995,3507,2025-05-06,Debit,2.78
10996,3914,2025-01-15,Debit,74.33
10997,1867,2025-01-15,Debit,2.15
10998,3924,2025-05-20,Credit,172.14
10999,2278,2025-05-21,Credit,61.78
11000,3805,2025-07-11,Transfer,5.25
11001,1031,2025-01-01,Debit,61.01
11002,2421,2024-06-12,Debit,13.31
11003,4455,2025-08-15,Debit,175.77
11004,2917,2025-02-18,Debit,337.57
11005,2916,2025-09-07,Debit,13.91
11006,1617,2025-05-14,Credit,204.47
11007,2212,2024-07-22,Debit,2.81
11008,2947,2025-07-30,Credit,35.15
11009,4219,2024-12-08,Debit,37.63
11010,3953,2025-07-05,Transfer,12.92
11011,843,2025-08-03,Credit,9.29
11012,2960,2025-10-08,Transfer,43.59
11013,4495,2025-02-19,Credit,24.05
11014,2279,2024-12-19,Credit,7.21
11015,548,2024-12-03,Transfer,114.81
11016,3156,2025-04-28,Debit,120.68
11017,3689,2024-08-07,Payment,18.51
11018,221,2025-07-12,Debit,14.91
11019,1101,2025-08-24,Credit,16.37
11020,827,2025-05-04,Transfer,10.16
11021,1970,2025-05-20,Credit,159.56
11022,3962,2025-08-05,Credit,74.13
11023,973,2023-11-24,Transfer,140.36
11024,1051,2024-12-08,Debit,137.49
11025,2560,2025-06-17,Credit,10.65
11026,1101,2025-06-26,Debit,2.23
11027,3005,2024-12-15,Debit,49.71
11028,2658,2025-01-21,Credit,29.87
11029,3918,2025-07-23,Debit,49.89
11030,3774,2024-12-10,Credit,15.42
11031,726,2025-05-23,Debit,38.11
11032,4369,2024-10-24,Credit,7.47
11033,1584,2025-02-10,Credit,15.04
11034,3438,2025-05-10,Credit,24.0
11035,4424,2025-10-10,Credit,60.11
11036,1693,2025-03-04,Debit,9.1
11037,1233,2024-05-31,Credit,9.68
11038,1927,2025-06-13,Debit,55.34
11039,143,2025-03-20,Credit,68.49
11040,1725,2025-07-06,Debit,61.37
11041,3060,2025-09-09,Debit,4.06
11042,1317,2025-03-09,Debit,33.54
11043,408,2025-07-07,Transfer,29.53
11044,3132,2025-07-20,Credit,366.19
11045,2001,2025-06-26,Debit,4.65
11046,1446,2024-09-19,Debit,41.48
11047,3237,2025-05-20,Transfer,269.8
11048,1378,2024-09-30,Transfer,15.69
11049,876,2025-08-31,Debit,13.09
11050,1436,2024-10-01,Debit,91.48
11051,1963,2025-04-20,Credit,7.91
11052,1319,2024-11-13,Debit,13.94
11053,3666,2025-04-16,Credit,4.43
11054,1758,2025-07-06,Debit,48.9
11055,2413,2025-07-03,Debit,680.09
11056,425,2024-12-03,Credit,14.79
11057,3465,2025-09-24,Transfer,25.52
11058,2566,2025-06-07,Credit,63.67
11059,3372,2025-10-09,Debit,50.68
11060,3643,2024-12-21,Credit,35.01
11061,4127,2025-01-25,Credit,4.97
11062,4051,2025-06-28,Debit,27.25
11063,2788,2025-08-21,Debit,20.64
11064,1186,2025-05-20,Credit,26.94
11065,2596,2024-11-09,Debit,15.72
11066,3,2024-11-16,Credit,27.35
11067,652,2025-02-17,Debit,26.81
11068,2177,2025-04-12,Credit,41.22
11069,2700,2025-08-13,Debit,103.69
11070,1815,2025-04-02,Transfer,2.67
11071,580,2024-12-09,Debit,22.62
11072,514,2025-03-07,Credit,56.37
11073,3549,2024-11-18,Debit,39.63
11074,1222,2025-06-11,Credit,97.28
11075,1250,2024-05-22,Credit,24.19
11076,4164,2025-05-20,Transfer,11.3
11077,1390,2025-03-21,Credit,8.52
11078,2102,2025-07-21,Debit,21.5
11079,3385,2025-05-03,Credit,4.18
11080,1384,2025-08-24,Debit,41.33
11081,3622,2025-02-28,Credit,4.39
11082,3383,2025-01-31,Transfer,5.32
11083,1678,2025-06-24,Credit,51.97
11084,2155,2025-06-17,Transfer,20.05
11085,3028,2025-07-13,Transfer,14.01
11086,611,2025-03-04,Debit,28.69
11087,1963,2025-07-27,Credit,9.83
11088,2392,2025-08-07,Debit,15.25
11089,1223,2025-06-15,Transfer,42.32
11090,3470,2025-08-21,Transfer,14.28
11091,1077,2025-04-03,Credit,18.95
11092,1317,2024-09-01,Credit,58.71
11093,1790,2025-06-14,Credit,17.2
11094,3836,2024-10-15,Payment,7.95
11095,1239,2025-07-30,Credit,5.78
11096,2386,2024-11-19,Credit,69.27
11097,2834,2024-07-23,Transfer,184.9
11098,94,2025-05-09,Credit,3.13
11099,1025,2025-04-21,Payment,50.25
11100,2696,2025-08-15,Debit,87.29
11101,897,2025-01-09,Debit,19.78
11102,4079,2025-07-28,Transfer,12.52
11103,2016,2025-03-22,Debit,48.12
11104,3791,2025-06-12,Credit,196.87
11105,2586,2024-11-24,Credit,23.96
11106,1089,2025-02-27,Credit,21.3
11107,3935,2025-01-07,Credit,50.35
11108,1335,2025-01-19,Debit,47.98
11109,610,2025-01-19,Credit,30.02
11110,2951,2025-06-26,Payment,24.45
11111,2357,2024-11-09,Transfer,82.13
11112,354,2025-04-24,Debit,41.21
11113,3300,2024-07-27,Credit,12.62
11114,2213,2024-07-21,Debit,1.86
11115,987,2025-03-02,Debit,9.8
11116,4039,2025-03-31,Transfer,37.93
11117,3683,2025-06-20,Debit,158.91
11118,1460,2025-05-29,Debit,9.9
11119,4218,2025-04-11,Credit,9.6
11120,2519,2025-04-07,Credit,49.33
11121,1950,2025-07-13,Debit,165.08
11122,901,2025-04-04,Debit,405.97
11123,775,2025-08-06,Debit,3.61
11124,3132,2024-10-15,Debit,147.04
