account_id,customer_id,account_type,status,open_date,close_date
718,718,Checking,Active,2022-02-06,
719,719,Savings,Active,2021-12-17,
720,720,Checking,Active,2022-12-02,
721,721,Checking,Active,2021-06-10,
722,722,Savings,Active,2021-02-02,
723,723,Savings,Active,2021-07-13,
724,724,Checking,Active,2022-09-02,
725,725,Savings,Active,2021-12-29,
726,726,Checking,Active,2022-08-12,
727,727,Savings,Active,2022-02-04,
728,728,Savings,Active,2022-11-18,
729,729,Savings,Active,2021-02-23,
730,730,Checking,Active,2022-05-10,
731,731,Checking,Active,2021-11-22,
732,732,Checking,Active,2021-11-14,
733,733,Savings,Active,2023-06-24,
734,734,Savings,Active,2022-12-06,
735,735,Checking,Active,2023-05-07,
736,736,Checking,Active,2023-06-11,
737,737,Savings,Active,2021-08-26,
738,738,Savings,Closed,2022-10-08,2023-03-23
739,739,Savings,Active,2021-05-25,
740,740,Savings,Active,2022-02-12,
741,741,Savings,Active,2020-11-06,
742,742,Checking,Active,2022-07-03,
743,743,Checking,Active,2022-03-27,
744,744,Checking,Active,2023-06-17,
745,745,Savings,Active,2022-06-09,
746,746,Checking,Active,2022-03-22,
747,747,Savings,Active,2022-09-10,
748,748,Checking,Active,2022-03-30,
749,749,Checking,Active,2022-08-26,
750,750,Checking,Active,2023-08-04,
751,751,Savings,Active,2023-05-08,
752,752,Checking,Active,2021-05-26,
753,753,Checking,Active,2022-02-05,
754,754,Savings,Active,2022-03-09,
755,755,Checking,Active,2023-05-22,
756,756,Checking,Active,2023-10-12,
757,757,Savings,Closed,2021-09-04,2023-09-18
758,758,Savings,Active,2022-02-27,
759,759,Checking,Active,2021-07-29,
760,760,Savings,Active,2022-07-07,
761,761,Savings,Active,2022-03-06,
762,762,Checking,Active,2022-01-22,
763,763,Checking,Active,2023-10-11,
764,764,Savings,Active,2023-07-07,
765,765,Savings,Active,2022-11-28,
766,766,Savings,Closed,2023-04-09,2024-04-19
767,767,Checking,Active,2022-03-17,
768,768,Checking,Active,2022-06-03,
769,769,Checking,Active,2022-01-05,
770,770,Savings,Active,2022-06-29,
771,771,Savings,Active,2022-05-17,
772,772,Savings,Active,2021-04-21,
773,773,Checking,Active,2023-03-21,
774,774,Checking,Active,2021-09-02,
775,775,Checking,Active,2023-05-04,
776,776,Savings,Active,2023-02-21,
777,777,Savings,Active,2021-08-02,
778,778,Checking,Active,2023-09-21,
779,779,Savings,Active,2023-02-28,
780,780,Checking,Active,2020-12-07,
781,781,Checking,Active,2022-10-14,
782,782,Checking,Active,2021-09-17,
783,783,Checking,Active,2022-09-08,
784,784,Savings,Active,2022-01-22,
785,785,Checking,Closed,2023-10-08,2023-11-30
786,786,Savings,Active,2022-07-24,
787,787,Checking,Active,2023-09-07,
788,788,Savings,Active,2022-12-11,
789,789,Checking,Active,2021-05-31,
790,790,Savings,Active,2023-07-07,
791,791,Checking,Active,2022-02-09,
792,792,Savings,Active,2021-11-06,
793,793,Checking,Active,2021-11-23,
794,794,Checking,Active,2023-08-16,
795,795,Checking,Active,2021-06-23,
796,796,Checking,Closed,2022-08-15,2024-03-22
797,797,Checking,Active,2021-02-18,
798,798,Savings,Active,2022-09-24,
799,799,Savings,Active,2023-05-13,
800,800,Savings,Active,2022-11-10,
801,801,Savings,Active,2023-04-19,
802,802,Checking,Active,2022-07-11,
803,803,Checking,Active,2023-02-04,
804,804,Checking,Active,2022-12-22,
805,805,Savings,Active,2023-10-06,
806,806,Savings,Closed,2022-08-07,2024-11-28
807,807,Checking,Active,2020-12-23,
808,808,Checking,Active,2022-05-08,
809,809,Checking,Active,2023-10-21,
810,810,Checking,Active,2023-02-08,
811,811,Savings,Active,2023-05-07,
812,812,Savings,Active,2023-07-15,
813,813,Checking,Active,2021-03-08,
814,814,Savings,Active,2021-04-14,
815,815,Checking,Active,2021-11-16,
816,816,Checking,Active,2023-08-14,
817,817,Checking,Active,2023-08-25,
818,818,Checking,Active,2022-05-01,
819,819,Savings,Active,2021-07-12,
820,820,Checking,Active,2023-07-29,
821,821,Savings,Active,2023-06-05,
822,822,Checking,Active,2021-01-03,
823,823,Checking,Active,2023-03-20,
824,824,Checking,Active,2023-07-26,
825,825,Checking,Active,2023-09-14,
826,826,Checking,Active,2023-07-28,
827,827,Checking,Active,2022-07-09,
828,828,Checking,Active,2022-03-26,
829,829,Savings,Active,2022-08-26,
830,830,Checking,Active,2021-04-09,
831,831,Checking,Active,2020-11-12,
832,832,Savings,Active,2021-03-29,
833,833,Checking,Active,2021-12-02,
834,834,Checking,Active,2021-10-06,
835,835,Savings,Active,2022-12-29,
836,836,Savings,Active,2023-01-10,
837,837,Checking,Active,2023-03-12,
838,838,Checking,Active,2023-04-16,
839,839,Checking,Active,2023-09-30,
840,840,Checking,Active,2023-04-08,
841,841,Checking,Active,2021-10-05,
842,842,Checking,Active,2022-09-19,
843,843,Checking,Active,2022-05-31,
844,844,Savings,Active,2022-06-26,
845,845,Checking,Active,2022-10-16,
846,846,Checking,Active,2023-09-17,
847,847,Checking,Active,2023-04-29,
848,848,Checking,Active,2023-10-04,
849,849,Checking,Active,2022-12-13,
850,850,Savings,Active,2021-06-18,
851,851,Checking,Active,2022-04-15,
852,852,Savings,Active,2020-12-04,
853,853,Savings,Active,2022-11-15,
854,854,Savings,Active,2021-04-07,
855,855,Checking,Active,2022-01-28,
856,856,Checking,Active,2022-08-04,
857,857,Checking,Active,2021-03-09,
858,858,Savings,Active,2021-04-25,
859,859,Savings,Active,2021-06-04,
860,860,Checking,Active,2022-04-21,
861,861,Checking,Active,2022-02-23,
862,862,Checking,Active,2022-04-12,
863,863,Savings,Active,2022-10-04,
864,864,Checking,Active,2021-09-13,
865,865,Savings,Closed,2023-01-14,2025-02-02
866,866,Savings,Closed,2022-04-21,2024-04-29
867,867,Savings,Active,2021-03-27,
868,868,Savings,Active,2022-09-07,
869,869,Checking,Active,2023-10-14,
870,870,Checking,Active,2022-09-29,
871,871,Checking,Active,2022-03-06,
872,872,Checking,Active,2021-02-08,
873,873,Checking,Closed,2022-02-05,2022-04-15
874,874,Checking,Active,2021-04-23,
875,875,Savings,Active,2020-12-01,
876,876,Checking,Active,2022-04-12,
877,877,Checking,Closed,2023-07-30,2024-01-15
878,878,Checking,Active,2023-09-13,
879,879,Savings,Active,2021-07-09,
880,880,Checking,Active,2021-11-09,
881,881,Savings,Active,2023-01-06,
882,882,Savings,Active,2021-07-25,
883,883,Checking,Active,2023-03-03,
884,884,Savings,Active,2021-07-02,
885,885,Savings,Active,2022-03-25,
886,886,Checking,Active,2023-03-15,
887,887,Checking,Active,2022-08-20,
888,888,Checking,Active,2022-10-14,
889,889,Checking,Active,2021-10-22,
890,890,Checking,Active,2022-07-18,
891,891,Checking,Active,2023-07-02,
892,892,Savings,Active,2021-08-09,
893,893,Savings,Active,2021-08-12,
894,894,Checking,Active,2023-07-18,
895,895,Checking,Active,2023-08-14,
896,896,Checking,Active,2022-08-29,
897,897,Checking,Active,2022-07-03,
898,898,Savings,Active,2020-12-11,
899,899,Savings,Active,2023-06-07,
900,900,Savings,Active,2021-08-29,
901,901,Savings,Active,2022-09-25,
902,902,Savings,Active,2023-05-04,
903,903,Checking,Active,2022-08-25,
904,904,Savings,Active,2022-06-23,
905,905,Checking,Active,2020-11-02,
906,906,Savings,Active,2023-10-26,
907,907,Savings,Closed,2021-09-25,2022-08-10
908,908,Checking,Active,2022-01-02,
909,909,Savings,Closed,2023-10-25,2025-07-14
910,910,Savings,Active,2021-02-01,
911,911,Checking,Active,2023-04-11,
912,912,Checking,Active,2021-04-03,
913,913,Checking,Active,2023-02-08,
914,914,Savings,Active,2021-08-13,
915,915,Checking,Active,2022-05-18,
916,916,Checking,Active,2022-03-17,
917,917,Checking,Active,2021-08-29,
918,918,Savings,Active,2022-10-07,
919,919,Checking,Active,2021-04-22,
920,920,Checking,Active,2021-12-08,
921,921,Checking,Active,2023-09-03,
922,922,Checking,Active,2022-11-26,
923,923,Checking,Active,2023-01-24,
924,924,Checking,Active,2023-07-16,
925,925,Savings,Active,2022-02-25,
926,926,Checking,Active,2023-05-12,
927,927,Savings,Active,2022-06-22,
928,928,Checking,Active,2023-06-03,
929,929,Savings,Active,2022-06-28,
930,930,Savings,Active,2023-04-26,
931,931,Savings,Active,2021-04-22,
932,932,Checking,Active,2022-04-20,
933,933,Savings,Active,2022-04-26,
934,934,Checking,Active,2022-10-08,
935,935,Checking,Active,2023-06-13,
936,936,Checking,Active,2021-07-22,
937,937,Checking,Active,2023-09-08,
938,938,Checking,Active,2022-02-01,
939,939,Checking,Active,2023-06-08,
940,940,Checking,Active,2023-05-01,
941,941,Checking,Closed,2021-03-07,2022-04-27
942,942,Savings,Active,2022-02-25,
943,943,Savings,Active,2021-04-28,
944,944,Checking,Active,2021-11-01,
945,945,Checking,Closed,2022-02-13,2022-08-13
946,946,Checking,Active,2021-08-07,
947,947,Checking,Active,2022-05-29,
948,948,Checking,Active,2023-10-09,
949,949,Checking,Active,2021-06-03,
950,950,Checking,Active,2022-12-29,
951,951,Savings,Active,2022-06-22,
952,952,Checking,Closed,2022-08-07,2025-02-18
953,953,Savings,Active,2021-05-29,
954,954,Checking,Active,2023-04-07,
955,955,Savings,Active,2022-06-15,
956,956,Checking,Active,2022-08-15,
957,957,Checking,Active,2021-08-11,
958,958,Checking,Active,2022-11-22,
959,959,Savings,Active,2023-07-11,
960,960,Savings,Active,2023-02-08,
961,961,Savings,Active,2023-10-09,
962,962,Savings,Active,2023-07-26,
963,963,Savings,Active,2021-07-23,
964,964,Savings,Active,2023-03-08,
965,965,Checking,Active,2021-07-13,
966,966,Savings,Active,2022-11-26,
967,967,Checking,Active,2022-01-18,
968,968,Checking,Closed,2021-06-01,2023-01-03
969,969,Checking,Active,2022-02-27,
970,970,Checking,Active,2022-09-27,
971,971,Savings,Active,2023-06-16,
972,972,Checking,Active,2021-01-18,
973,973,Savings,Active,2022-05-07,
974,974,Checking,Active,2020-11-10,
975,975,Savings,Active,2022-11-18,
976,976,Savings,Active,2021-05-27,
977,977,Checking,Active,2021-08-26,
978,978,Checking,Active,2022-06-15,
979,979,Savings,Active,2023-03-18,
980,980,Checking,Active,2022-12-21,
981,981,Checking,Active,2023-08-07,
982,982,Savings,Active,2022-12-04,
983,983,Checking,Active,2022-07-24,
984,984,Checking,Active,2023-09-25,
985,985,Checking,Active,2022-11-29,
986,986,Checking,Active,2022-08-03,
987,987,Checking,Active,2022-09-16,
988,988,Savings,Active,2022-11-25,
989,989,Checking,Active,2021-07-13,
990,990,Savings,Active,2021-03-04,
991,991,Checking,Active,2023-03-24,
992,992,Savings,Active,2020-12-13,
993,993,Checking,Active,2021-10-04,
994,994,Checking,Active,2022-01-23,
995,995,Checking,Active,2020-12-16,
996,996,Checking,Closed,2021-12-27,2022-12-11
997,997,Checking,Active,2023-02-09,
998,998,Savings,Active,2022-01-18,
999,999,Savings,Closed,2021-07-15,2025-06-04
1000,1000,Checking,Active,2023-03-24,
1001,1001,Checking,Active,2022-12-05,
1002,1002,Checking,Active,2023-02-27,
1003,1003,Checking,Active,2022-12-29,
1004,1004,Checking,Active,2021-04-20,
1005,1005,Savings,Active,2023-04-04,
1006,1006,Checking,Active,2021-04-22,
1007,1007,Savings,Active,2021-12-17,
1008,1008,Checking,Active,2023-02-17,
1009,1009,Savings,Active,2022-05-19,
1010,1010,Savings,Active,2023-02-16,
1011,1011,Checking,Active,2020-12-30,
1012,1012,Checking,Active,2022-09-12,
1013,1013,Savings,Active,2023-02-22,
1014,1014,Checking,Active,2021-10-01,
1015,1015,Savings,Active,2022-08-18,
1016,1016,Checking,Active,2021-04-04,
1017,1017,Savings,Active,2023-08-08,
1018,1018,Checking,Active,2021-11-15,
1019,1019,Checking,Active,2022-02-01,
1020,1020,Checking,Active,2020-12-16,
1021,1021,Savings,Active,2022-09-25,
1022,1022,Savings,Active,2021-12-09,
1023,1023,Checking,Active,2022-04-21,
1024,1024,Checking,Active,2021-03-11,
1025,1025,Savings,Active,2022-09-09,
1026,1026,Checking,Active,2021-04-27,
1027,1027,Savings,Active,2021-10-30,
1028,1028,Checking,Active,2021-09-18,
1029,1029,Savings,Closed,2023-04-28,2024-10-23
1030,1030,Checking,Active,2023-06-02,
1031,1031,Savings,Active,2023-07-06,
1032,1032,Checking,Active,2022-08-23,
1033,1033,Checking,Active,2021-07-11,
1034,1034,Checking,Active,2023-06-11,
1035,1035,Savings,Active,2021-05-31,
1036,1036,Checking,Active,2021-09-12,
1037,1037,Savings,Active,2021-09-13,
1038,1038,Savings,Active,2021-01-27,
1039,1039,Checking,Active,2023-03-31,
1040,1040,Savings,Active,2022-04-24,
1041,1041,Checking,Active,2023-01-31,
1042,1042,Savings,Active,2022-01-06,
1043,1043,Checking,Active,2023-05-12,
1044,1044,Savings,Active,2023-02-10,
1045,1045,Checking,Active,2021-07-15,
1046,1046,Checking,Active,2022-03-13,
1047,1047,Checking,Active,2023-10-25,
1048,1048,Checking,Active,2022-01-24,
1049,1049,Savings,Active,2022-01-19,
1050,1050,Checking,Active,2023-04-04,
1051,1051,Checking,Active,2021-12-16,
1052,1052,Savings,Active,2023-01-04,
1053,1053,Savings,Active,2023-09-17,
1054,1054,Savings,Active,2021-03-23,
1055,1055,Checking,Active,2021-05-25,
1056,1056,Checking,Active,2022-07-28,
1057,1057,Checking,Active,2021-01-27,
1058,1058,Savings,Active,2021-12-31,
1059,1059,Checking,Active,2023-08-11,
1060,1060,Checking,Active,2021-05-12,
1061,1061,Checking,Active,2023-10-21,
1062,1062,Checking,Active,2021-05-21,
1063,1063,Checking,Active,2021-11-18,
1064,1064,Checking,Active,2021-06-11,
1065,1065,Checking,Active,2022-03-11,
1066,1066,Checking,Active,2021-11-15,
1067,1067,Savings,Active,2023-09-12,
1068,1068,Checking,Active,2022-06-29,
1069,1069,Savings,Active,2022-11-26,
1070,1070,Checking,Active,2021-06-04,
1071,1071,Checking,Active,2023-04-11,
1072,1072,Checking,Active,2023-07-06,
1073,1073,Checking,Active,2021-12-18,
1074,1074,Checking,Active,2023-06-29,
1075,1075,Checking,Active,2022-08-01,
1076,1076,Checking,Active,2022-06-01,
1077,1077,Checking,Active,2022-09-29,
1078,1078,Checking,Active,2021-02-21,
1079,1079,Checking,Active,2023-07-08,
1080,1080,Checking,Closed,2021-03-20,2024-08-22
1081,1081,Checking,Active,2023-01-05,
1082,1082,Savings,Active,2022-01-02,
1083,1083,Checking,Active,2023-10-11,
1084,1084,Savings,Active,2022-05-23,
1085,1085,Checking,Active,2022-10-03,
1086,1086,Checking,Active,2022-11-24,
1087,1087,Savings,Active,2022-03-19,
1088,1088,Checking,Active,2023-04-19,
1089,1089,Savings,Active,2020-10-30,
1090,1090,Savings,Active,2021-03-20,
1091,1091,Savings,Active,2022-10-09,
1092,1092,Checking,Active,2023-07-10,
1093,1093,Savings,Active,2023-08-24,
1094,1094,Checking,Active,2023-10-15,
1095,1095,Checking,Active,2022-05-06,
1096,1096,Savings,Active,2021-02-02,
1097,1097,Checking,Active,2023-02-04,
1098,1098,Checking,Active,2022-07-06,
1099,1099,Checking,Active,2021-09-30,
1100,1100,Checking,Active,2022-08-25,
1101,1101,Checking,Active,2021-09-21,
1102,1102,Checking,Active,2022-12-04,
1103,1103,Checking,Active,2021-12-18,
1104,1104,Checking,Active,2022-03-12,
1105,1105,Checking,Active,2022-01-10,
1106,1106,Checking,Active,2022-04-04,
1107,1107,Checking,Active,2023-02-24,
1108,1108,Checking,Active,2023-04-12,
1109,1109,Savings,Active,2021-05-17,
1110,1110,Checking,Active,2023-03-25,
1111,1111,Savings,Active,2022-11-19,
1112,1112,Checking,Active,2022-04-13,
1113,1113,Checking,Active,2023-09-22,
1114,1114,Checking,Active,2021-01-10,
1115,1115,Checking,Active,2021-01-06,
1116,1116,Checking,Active,2021-03-30,
1117,1117,Savings,Active,2023-06-26,
1118,1118,Checking,Active,2022-10-10,
1119,1119,Checking,Active,2020-11-21,
1120,1120,Checking,Active,2021-05-07,
1121,1121,Savings,Active,2021-06-29,
1122,1122,Savings,Active,2022-09-12,
1123,1123,Savings,Active,2022-10-06,
1124,1124,Checking,Active,2020-10-28,
1125,1125,Checking,Active,2022-08-22,
1126,1126,Checking,Active,2021-09-06,
1127,1127,Checking,Active,2023-10-01,
1128,1128,Checking,Active,2021-05-19,
1129,1129,Savings,Active,2023-08-02,
1130,1130,Checking,Active,2022-02-07,
1131,1131,Checking,Active,2021-06-30,
1132,1132,Checking,Active,2021-12-26,
1133,1133,Checking,Active,2021-03-20,
1134,1134,Savings,Active,2023-08-09,
1135,1135,Checking,Active,2022-05-09,
1136,1136,Savings,Active,2021-11-19,
1137,1137,Checking,Active,2021-03-04,
1138,1138,Checking,Active,2022-05-27,
1139,1139,Checking,Active,2023-08-25,
1140,1140,Savings,Active,2023-08-01,
1141,1141,Savings,Active,2021-07-11,
1142,1142,Checking,Active,2021-01-15,
1143,1143,Checking,Active,2022-07-04,
1144,1144,Checking,Active,2023-06-25,
1145,1145,Checking,Active,2022-02-13,
1146,1146,Savings,Active,2023-10-18,
1147,1147,Savings,Active,2021-10-25,
1148,1148,Checking,Active,2022-08-24,
1149,1149,Checking,Active,2023-08-11,
1150,1150,Savings,Active,2021-03-17,
1151,1151,Savings,Closed,2023-10-25,2024-01-06
1152,1152,Checking,Active,2020-10-28,
1153,1153,Savings,Closed,2021-09-23,2023-10-03
1154,1154,Checking,Active,2021-02-25,
1155,1155,Checking,Active,2021-05-21,
1156,1156,Checking,Active,2023-05-07,
1157,1157,Savings,Active,2021-10-13,
1158,1158,Checking,Closed,2023-01-11,2024-12-02
1159,1159,Savings,Active,2020-11-10,
1160,1160,Checking,Active,2020-11-08,
1161,1161,Checking,Active,2023-10-12,
1162,1162,Checking,Active,2022-04-13,
1163,1163,Checking,Active,2021-05-02,
1164,1164,Checking,Active,2022-08-14,
1165,1165,Savings,Active,2023-10-10,
1166,1166,Checking,Active,2021-05-20,
1167,1167,Checking,Active,2022-11-08,
1168,1168,Savings,Active,2021-02-14,
1169,1169,Savings,Active,2021-10-17,
1170,1170,Savings,Closed,2022-06-14,2022-10-30
1171,1171,Savings,Active,2021-04-04,
1172,1172,Checking,Active,2021-04-05,
1173,1173,Checking,Active,2022-02-25,
1174,1174,Checking,Active,2022-05-20,
1175,1175,Checking,Active,2022-02-03,
1176,1176,Savings,Active,2021-05-28,
1177,1177,Savings,Active,2022-06-13,
1178,1178,Checking,Active,2021-05-21,
1179,1179,Checking,Active,2023-07-20,
1180,1180,Savings,Active,2023-09-13,
1181,1181,Checking,Active,2021-06-05,
1182,1182,Checking,Active,2021-02-10,
1183,1183,Checking,Active,2023-01-29,
1184,1184,Checking,Active,2023-03-21,
1185,1185,Savings,Active,2020-11-09,
1186,1186,Savings,Active,2023-06-02,
1187,1187,Savings,Active,2023-08-02,
1188,1188,Checking,Active,2021-07-08,
1189,1189,Savings,Active,2022-09-10,
1190,1190,Savings,Active,2022-04-25,
1191,1191,Checking,Active,2021-09-22,
1192,1192,Checking,Active,2023-06-29,
1193,1193,Checking,Active,2021-06-19,
1194,1194,Checking,Closed,2022-07-28,2025-03-11
1195,1195,Savings,Active,2023-09-28,
1196,1196,Checking,Active,2022-09-14,
1197,1197,Checking,Active,2021-09-29,
1198,1198,Checking,Active,2021-03-10,
1199,1199,Checking,Active,2021-04-01,
1200,1200,Checking,Active,2021-06-01,
1201,1201,Savings,Active,2021-05-06,
1202,1202,Checking,Active,2023-04-30,
1203,1203,Checking,Active,2022-06-15,
1204,1204,Checking,Active,2022-04-26,
1205,1205,Savings,Active,2022-08-25,
1206,1206,Checking,Active,2022-02-27,
1207,1207,Savings,Active,2021-06-01,
1208,1208,Checking,Active,2021-11-15,
1209,1209,Checking,Active,2021-12-31,
1210,1210,Checking,Active,2023-07-25,
1211,1211,Checking,Active,2021-03-06,
1212,1212,Savings,Active,2021-11-16,
1213,1213,Savings,Active,2023-03-05,
1214,1214,Checking,Active,2023-05-18,
1215,1215,Checking,Closed,2023-05-17,2024-08-01
1216,1216,Checking,Active,2023-10-04,
1217,1217,Checking,Active,2020-12-07,
1218,1218,Checking,Active,2023-08-15,
1219,1219,Checking,Active,2022-02-07,
1220,1220,Checking,Active,2021-09-11,
1221,1221,Checking,Active,2023-01-09,
1222,1222,Checking,Active,2023-05-27,
1223,1223,Savings,Active,2022-12-27,
1224,1224,Savings,Active,2021-08-16,
1225,1225,Savings,Active,2022-06-27,
1226,1226,Checking,Active,2022-01-29,
1227,1227,Checking,Active,2023-07-27,
1228,1228,Savings,Active,2021-01-19,
1229,1229,Checking,Active,2021-11-02,
1230,1230,Checking,Active,2022-12-04,
1231,1231,Checking,Active,2022-06-18,
1232,1232,Checking,Active,2021-04-20,
1233,1233,Checking,Active,2021-11-05,
1234,1234,Savings,Active,2022-12-12,
1235,1235,Savings,Active,2023-07-15,
1236,1236,Savings,Active,2023-05-07,
1237,1237,Checking,Active,2021-02-14,
1238,1238,Checking,Active,2023-01-25,
1239,1239,Checking,Active,2020-11-14,
1240,1240,Checking,Active,2022-05-10,
1241,1241,Checking,Active,2022-03-02,
1242,1242,Checking,Active,2021-05-20,
1243,1243,Checking,Active,2022-06-19,
1244,1244,Checking,Active,2023-03-28,
1245,1245,Checking,Active,2022-08-11,
1246,1246,Checking,Active,2022-05-17,
1247,1247,Checking,Active,2023-02-22,
1248,1248,Savings,Active,2023-09-22,
1249,1249,Checking,Active,2021-07-22,
1250,1250,Checking,Active,2022-10-28,
1251,1251,Checking,Active,2021-02-17,
1252,1252,Checking,Active,2020-11-21,
1253,1253,Savings,Active,2023-04-27,
1254,1254,Checking,Active,2021-02-08,
1255,1255,Savings,Active,2020-11-17,
1256,1256,Checking,Closed,2021-12-08,2022-11-08
1257,1257,Checking,Active,2020-12-27,
1258,1258,Savings,Active,2021-01-28,
1259,1259,Savings,Active,2022-07-07,
1260,1260,Checking,Active,2022-12-22,
1261,1261,Checking,Active,2022-01-15,
1262,1262,Savings,Active,2023-06-30,
1263,1263,Checking,Active,2022-12-14,
1264,1264,Savings,Active,2022-08-03,
1265,1265,Savings,Active,2022-08-16,
1266,1266,Checking,Active,2023-10-22,
1267,1267,Checking,Active,2022-07-13,
1268,1268,Checking,Active,2021-03-04,
1269,1269,Savings,Active,2023-07-19,
1270,1270,Checking,Active,2023-02-07,
1271,1271,Checking,Active,2023-02-09,
1272,1272,Savings,Active,2023-06-10,
1273,1273,Savings,Active,2021-06-21,
1274,1274,Checking,Active,2022-01-01,
1275,1275,Checking,Active,2021-03-05,
1276,1276,Checking,Active,2022-02-20,
1277,1277,Checking,Active,2021-02-26,
1278,1278,Checking,Active,2022-12-30,
1279,1279,Checking,Active,2021-09-07,
1280,1280,Checking,Active,2021-06-25,
1281,1281,Checking,Active,2023-02-07,
1282,1282,Checking,Active,2022-03-18,
1283,1283,Savings,Active,2022-06-25,
1284,1284,Checking,Active,2023-04-25,
1285,1285,Checking,Active,2023-07-09,
1286,1286,Checking,Active,2023-08-02,
1287,1287,Checking,Active,2023-09-19,
1288,1288,Checking,Active,2023-07-23,
1289,1289,Savings,Active,2021-02-06,
1290,1290,Checking,Active,2022-02-20,
1291,1291,Checking,Active,2023-10-17,
1292,1292,Savings,Active,2022-09-06,
1293,1293,Savings,Active,2021-11-01,
1294,1294,Savings,Active,2021-01-24,
1295,1295,Savings,Active,2021-11-10,
1296,1296,Checking,Active,2021-03-09,
1297,1297,Checking,Active,2022-09-01,
1298,1298,Savings,Active,2021-04-25,
1299,1299,Checking,Active,2022-10-01,
1300,1300,Checking,Active,2023-06-05,
1301,1301,Savings,Active,2023-05-30,
1302,1302,Savings,Active,2021-01-20,
1303,1303,Checking,Active,2022-02-19,
1304,1304,Checking,Active,2023-08-27,
1305,1305,Savings,Active,2023-08-15,
1306,1306,Savings,Active,2021-07-26,
1307,1307,Checking,Active,2021-04-30,
1308,1308,Checking,Active,2020-11-15,
1309,1309,Checking,Active,2021-05-28,
1310,1310,Checking,Active,2023-10-21,
1311,1311,Checking,Active,2020-11-13,
1312,1312,Savings,Active,2021-07-08,
1313,1313,Savings,Active,2022-12-07,
1314,1314,Savings,Active,2022-04-18,
1315,1315,Savings,Active,2023-01-17,
1316,1316,Savings,Active,2023-01-08,
1317,1317,Savings,Active,2021-12-03,
1318,1318,Checking,Active,2021-07-13,
1319,1319,Checking,Active,2022-05-27,
1320,1320,Checking,Active,2021-05-12,
1321,1321,Checking,Active,2021-12-18,
1322,1322,Checking,Active,2021-04-28,
1323,1323,Checking,Closed,2020-12-11,2023-10-17
1324,1324,Checking,Active,2022-08-24,
1325,1325,Checking,Active,2021-12-23,
1326,1326,Savings,Active,2023-01-18,
1327,1327,Savings,Closed,2021-02-03,2023-04-30
1328,1328,Savings,Active,2023-04-10,
1329,1329,Savings,Closed,2023-06-28,2023-10-25
1330,1330,Savings,Active,2022-12-06,
1331,1331,Savings,Active,2022-10-04,
1332,1332,Savings,Active,2022-12-29,
1333,1333,Savings,Active,2022-05-09,
1334,1334,Savings,Active,2021-01-21,
1335,1335,Checking,Active,2022-12-12,
1336,1336,Savings,Active,2023-03-26,
1337,1337,Checking,Active,2021-07-13,
1338,1338,Savings,Active,2022-05-21,
1339,1339,Savings,Active,2021-06-28,
1340,1340,Checking,Active,2021-11-27,
1341,1341,Checking,Active,2021-04-04,
1342,1342,Checking,Active,2023-04-06,
1343,1343,Savings,Active,2023-09-09,
1344,1344,Checking,Active,2021-04-24,
1345,1345,Checking,Active,2021-10-16,
1346,1346,Savings,Active,2022-12-26,
1347,1347,Checking,Active,2020-10-30,
1348,1348,Checking,Active,2021-01-03,
1349,1349,Checking,Active,2020-11-15,
1350,1350,Savings,Active,2021-11-10,
1351,1351,Savings,Active,2021-01-06,
1352,1352,Checking,Active,2022-10-29,
1353,1353,Checking,Active,2022-05-15,
1354,1354,Checking,Active,2022-06-13,
1355,1355,Savings,Active,2021-06-17,
1356,1356,Checking,Active,2021-08-01,
1357,1357,Checking,Active,2020-12-20,
1358,1358,Checking,Active,2023-03-04,
1359,1359,Checking,Active,2023-08-11,
1360,1360,Checking,Active,2022-08-09,
1361,1361,Savings,Active,2021-10-10,
1362,1362,Checking,Active,2022-03-10,
1363,1363,Savings,Active,2021-11-16,
1364,1364,Checking,Active,2022-08-04,
1365,1365,Savings,Active,2022-03-08,
1366,1366,Savings,Closed,2021-12-22,2025-06-27
1367,1367,Checking,Active,2021-02-24,
1368,1368,Checking,Active,2023-04-02,
1369,1369,Checking,Active,2022-05-29,
1370,1370,Savings,Active,2021-04-30,
1371,1371,Savings,Active,2022-12-15,
1372,1372,Checking,Active,2023-09-07,
1373,1373,Checking,Active,2021-01-16,
1374,1374,Checking,Active,2021-08-01,
1375,1375,Savings,Active,2021-10-08,
1376,1376,Savings,Active,2023-01-06,
1377,1377,Savings,Active,2021-01-06,
1378,1378,Checking,Active,2022-07-11,
1379,1379,Checking,Active,2021-02-11,
1380,1380,Checking,Active,2022-10-19,
1381,1381,Savings,Active,2022-01-08,
1382,1382,Savings,Active,2022-02-21,
1383,1383,Savings,Active,2022-03-19,
1384,1384,Checking,Active,2021-03-10,
1385,1385,Savings,Active,2023-03-05,
1386,1386,Savings,Active,2022-10-06,
1387,1387,Checking,Active,2020-11-08,
1388,1388,Checking,Active,2022-05-23,
1389,1389,Checking,Active,2021-09-03,
1390,1390,Savings,Active,2022-01-22,
1391,1391,Checking,Active,2023-03-21,
1392,1392,Savings,Active,2022-02-11,
1393,1393,Savings,Active,2023-06-21,
1394,1394,Checking,Active,2021-11-07,
1395,1395,Savings,Active,2022-10-17,
1396,1396,Checking,Active,2022-05-22,
1397,1397,Savings,Active,2023-05-04,
1398,1398,Checking,Active,2022-12-02,
1399,1399,Savings,Active,2021-08-26,
